merk;handelsbenaming;catalogusprijs;eerste_kleur
AUDI;AUDI A1;24043.0;ROOD
AUDI;A1 SPORTBACK;24301.0;ROOD
AUDI;A1 SPORTBACK;28344.0;ROOD
AUDI;AUDI A4;40229.0;ROOD
AUDI;AUDI A3;43747.0;ROOD
AUDI;AUDI A1;26899.0;ROOD
AUDI;AUDI A1;34770.0;ROOD
AUDI;AUDI A1;21426.0;ROOD
AUDI;AUDI A1;23300.0;ROOD
AUDI;AUDI A1;27899.0;ROOD
AUDI;AUDI A1;22022.0;ROOD
AUDI;AUDI A1;27639.0;ROOD
AUDI;AUDI A1;24518.0;ROOD
AUDI;A1 SPORTBACK;21272.0;ROOD
AUDI;A1;21891.0;ROOD
AUDI;AUDI A3;33467.0;ROOD
AUDI;AUDI A1;25390.0;ROOD
AUDI;AUDI A1;28047.0;ROOD
AUDI;AUDI A4;41163.0;ROOD
AUDI;AUDI A1;29222.0;ROOD
AUDI;AUDI A1;21153.0;ROOD
AUDI;A3 SPORTBACK;36365.0;ROOD
AUDI;A4 LIMOUSINE;61150.0;ROOD
AUDI;AUDI A3;31106.0;ROOD
AUDI;AUDI A1;21357.0;ROOD
AUDI;AUDI A1;28703.0;ROOD
AUDI;AUDI A1;19981.0;ROOD
AUDI;AUDI A1;43212.0;ROOD
AUDI;AUDI A1;22022.0;ROOD
AUDI;AUDI A1;35568.0;ROOD
AUDI;AUDI A1;20322.0;ROOD
AUDI;AUDI A1;29374.0;ROOD
AUDI;AUDI A1;22568.0;ROOD
AUDI;AUDI A1;34367.0;ROOD
AUDI;AUDI A1;25612.0;ROOD
AUDI;A4 LIMOUSINE;36832.0;ROOD
AUDI;A1 SPORTBACK;21649.0;ROOD
AUDI;A1;21540.0;ROOD
AUDI;AUDI A1;26813.0;ROOD
AUDI;AUDI A1;22741.0;ROOD
AUDI;AUDI A1;24709.0;ROOD
AUDI;AUDI A1;21041.0;ROOD
AUDI;AUDI A1;20512.0;ROOD
AUDI;AUDI A1;25584.0;ROOD
AUDI;AUDI A1;19858.0;ROOD
AUDI;AUDI A4;41127.0;ROOD
AUDI;AUDI A3;26613.0;ROOD
AUDI;A5 COUPE;45875.0;ROOD
AUDI;AUDI A3;39767.0;ROOD
AUDI;AUDI A4;39361.0;ROOD
AUDI;AUDI A1;18356.0;ROOD
AUDI;AUDI A3;31737.0;ROOD
AUDI;AUDI A1;19607.0;ROOD
AUDI;AUDI A1;22022.0;ROOD
AUDI;AUDI A1;24675.0;ROOD
AUDI;AUDI A1;30162.0;ROOD
AUDI;AUDI A3 CABRIOLET;49899.0;ROOD
AUDI;A1;21132.0;ROOD
AUDI;AUDI A1;20981.0;ROOD
AUDI;A1 SPORTBACK;31242.0;ROOD
AUDI;A1 SPORTBACK;30799.0;ROOD
AUDI;A1 SPORTBACK;21884.0;ROOD
AUDI;AUDI A3;39774.0;ROOD
AUDI;AUDI A1;26706.0;ROOD
AUDI;AUDI A1;20224.0;ROOD
AUDI;A1;26632.0;ROOD
AUDI;AUDI A3;42650.0;ROOD
AUDI;A1 SPORTBACK;27288.0;ROOD
AUDI;AUDI A1;31968.0;ROOD
AUDI;A1 SPORTBACK;26802.0;ROOD
AUDI;A1 SPORTBACK;21021.0;ROOD
AUDI;A1;21083.0;ROOD
AUDI;A3 SPORTBACK;32088.0;ROOD
AUDI;A1 SPORTBACK;21581.0;ROOD
AUDI;A1;21613.0;ROOD
AUDI;A3 SPORTBACK;32148.0;ROOD
AUDI;A1;28809.0;ROOD
AUDI;A5 CABRIOLET;56979.0;ROOD
AUDI;A1 SPORTBACK;21021.0;ROOD
AUDI;A1 SPORTBACK;20693.0;ROOD
AUDI;A1 SPORTBACK;29139.0;ROOD
AUDI;A1 SPORTBACK;29772.0;ROOD
AUDI;A1 SPORTBACK;21092.0;ROOD
AUDI;A1 SPORTBACK;20966.0;ROOD
AUDI;A3 SPORTBACK;35041.0;ROOD
AUDI;A1 SPORTBACK;20714.0;ROOD
AUDI;A1;23350.0;ROOD
AUDI;A3 SPORTBACK;39097.0;ROOD
AUDI;A3 SPORTBACK;39456.0;ROOD
AUDI;A1 SPORTBACK;22636.0;ROOD
AUDI;A5 CABRIOLET;53465.0;ROOD
AUDI;A3 SPORTBACK;37862.0;ROOD
AUDI;A3 SPORTBACK;32148.0;ROOD
AUDI;A3 SPORTBACK;47698.0;ROOD
AUDI;A1 SPORTBACK;27380.0;ROOD
AUDI;A3 SPORTBACK;35962.0;ROOD
AUDI;A1 SPORTBACK;22031.0;ROOD
AUDI;A1 SPORTBACK;20658.0;ROOD
AUDI;A1 SPORTBACK;20826.0;ROOD
AUDI;A3;33582.0;ROOD
AUDI;A1 SPORTBACK;21205.0;ROOD
AUDI;A1 SPORTBACK;21317.0;ROOD
AUDI;A1 SPORTBACK;22912.0;ROOD
AUDI;A3 SPORTBACK;35532.0;ROOD
AUDI;A1 SPORTBACK;20826.0;ROOD
AUDI;A1 SPORTBACK;20826.0;ROOD
AUDI;A1 SPORTBACK;20826.0;ROOD
AUDI;A1 SPORTBACK;21317.0;ROOD
AUDI;A1 SPORTBACK;22761.0;ROOD
AUDI;A1;21951.0;ROOD
AUDI;A1 SPORTBACK;21458.0;ROOD
AUDI;A3 SPORTBACK;40984.0;ROOD
AUDI;A1 SPORTBACK;26127.0;ROOD
AUDI;A3;36821.0;ROOD
AUDI;A3 SPORTBACK;36689.0;ROOD
AUDI;A1 SPORTBACK;21882.0;ROOD
AUDI;A1;21025.0;ROOD
AUDI;A5 SPORTBACK;50889.0;ROOD
AUDI;A1 SPORTBACK;21966.0;ROOD
AUDI;A1 SPORTBACK;23240.0;ROOD
AUDI;A1 SPORTBACK;28572.0;ROOD
AUDI;A3 SPORTBACK;37213.0;ROOD
AUDI;A1 SPORTBACK;21713.0;ROOD
AUDI;A3 SPORTBACK G-TRON;40133.0;ROOD
AUDI;A3 SPORTBACK;48767.0;ROOD
AUDI;A1 SPORTBACK;37943.0;ROOD
AUDI;A1 SPORTBACK;22035.0;ROOD
AUDI;A5 CABRIOLET;57187.0;ROOD
AUDI;A1 SPORTBACK;23107.0;ROOD
AUDI;A1 SPORTBACK;22056.0;ROOD
