kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;type_gasinstallatie
01JHT5;Personenauto;AUDI;AUDI A6;20230607;20220809;stationwagen;ZWART;Niet geregistreerd;6;1570;1670;20050419;20090528;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2225;0;0.08;285;Nee;Nee;Nee;3735;2022;Geen oordeel;05;Ja;2023-06-07T00:00:00.000;2022-08-09T00:00:00.000;2005-04-19T00:00:00.000;2009-05-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12454;5;2393;1995;750;1500;;;e1*2001/116*0254*05;ABDWF1;FM6XF0R4F600GGQ;0;D;;;;;
01JHV7;Personenauto;AUDI;AUDI A6;20230608;20230131;sedan;GRIJS;Niet geregistreerd;4;1495;1595;20090602;20090602;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2100;0;0.08;286;Nee;Nee;Nee;3560;2023;Logisch;00;Ja;2023-06-08T00:00:00.000;2023-01-31T00:00:00.000;2009-06-02T00:00:00.000;2009-06-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8160;5;1984;2100;750;1400;38350;;e1*2001/116*0254*16;LBPJF1;FM6XC0R4F600GG;0;B;;;;;
01JHXL;Personenauto;AUDI;8D AUDI A4;20231130;20101009;sedan;GRIJS;Niet geregistreerd;6;1250;1350;19980423;20020416;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1825;1;0.09;260;Nee;Nee;Nee;3455;2022;Geen oordeel;07;Ja;2023-11-30T00:00:00.000;2010-10-09T00:00:00.000;1998-04-23T00:00:00.000;2002-04-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9836;5;2393;1825;670;1600;;;e1*93/81*0013*14;LALFF1;FM52DLR92S5N;0;;;;;;
01JJB2;Personenauto;AUDI;AUDI TT;20231028;20150909;cabriolet;ZWART;Niet geregistreerd;4;1260;1360;20090610;20090610;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;by schutbord;1605;0;0.09;246;Nee;Nee;Nee;0;2022;Geen oordeel;07;Ja;2023-10-28T00:00:00.000;2015-09-09T00:00:00.000;2009-06-10T00:00:00.000;2009-06-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10252;2;1798;1605;;;46668;8J;e1*2001/116*0369*08;RCDAAF1;FM62S002R8J607MG;0;B;0.00;;;;
01JJKL;Personenauto;AUDI;AUDI A3;20230804;20180629;hatchback;ROOD;Niet geregistreerd;4;1175;1275;20020429;20020429;Geen verstrekking in Open Data;Nee;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1760;0;0.08;250;Nee;Nee;Nee;3210;2022;Logisch;00;Ja;2023-08-04T00:00:00.000;2018-06-29T00:00:00.000;2002-04-29T00:00:00.000;2002-04-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8813;5;1896;1760;630;1400;;;e1*98/14*0042*18;LASZF1;FM62M001R8L60T4M;0;C;;;;;
01JJL5;Personenauto;AUDI;A3;20230308;20210621;hatchback;ZWART;Niet geregistreerd;4;1230;1330;19981126;20090605;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;v. by schutbord;1650;;0.07;251;Nee;Nee;Nee;;2022;Geen oordeel;05;Ja;2023-03-08T00:00:00.000;2021-06-21T00:00:00.000;1998-11-26T00:00:00.000;2009-06-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;6348;5;1781;1650;600;1200;;;;;;;;;;;;
01JJSP;Personenauto;AUDI;AUDI TT;20230603;20211104;coupe;GRIJS;Niet geregistreerd;4;1180;1280;19981126;20041228;Geen verstrekking in Open Data;Ja;2;4;0;0;404;0;M1;r. tegen schutbord onder motorkap;1575;1;0.10;241;Nee;Nee;Nee;0;2023;Geen oordeel;05;Ja;2023-06-03T00:00:00.000;2021-11-04T00:00:00.000;1998-11-26T00:00:00.000;2004-12-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11393;4;1781;1575;;;;;e1*97/27*0089*01;CAJQF1;FM52J036R92M;0;;;;;;
01JKH6;Personenauto;AUDI;AUDI TT;20230807;20170811;cabriolet;ZWART;Niet geregistreerd;6;1465;1565;20090618;20090618;Geen verstrekking in Open Data;Nee;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1810;0;0.12;246;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-08-07T00:00:00.000;2017-08-11T00:00:00.000;2009-06-18T00:00:00.000;2009-06-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;16234;2;3189;1810;;;56613;;e1*2001/116*0369*03;RBUBQ1;QD62E067R8J70;0;F;;;;;
01JKN9;Personenauto;AUDI;AUDI A4;20230901;20211127;stationwagen;GRIJS;Niet geregistreerd;4;1530;1630;20090622;20090622;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2125;0;0.06;282;Nee;Nee;Nee;3895;2022;Logisch;00;Ja;2023-09-01T00:00:00.000;2021-11-27T00:00:00.000;2009-06-22T00:00:00.000;2009-06-22T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12001;5;1968;2125;750;1700;48402;B8;e1*2001/116*0430*12;ACAGAF1;FAVW0010R8K607MGEM0;0;C;0.00;;;;
01JKS3;Personenauto;AUDI;AUDI A4;20240121;20140123;sedan;ZWART;Niet geregistreerd;4;1405;1505;20090626;20090626;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;1980;0;0.09;282;Nee;Nee;Nee;3550;2023;Logisch;00;Ja;2024-01-21T00:00:00.000;2014-01-23T00:00:00.000;2009-06-26T00:00:00.000;2009-06-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8487;5;1984;1980;750;1500;41734;B8;e1*2001/116*0430*12;LCDNBF1;FM6B1004R8K617MGEM1;0;A;;;;;
01JKV5;Personenauto;AUDI;AUDI A3 CABRIOLET;20230719;20230216;cabriolet;GRIJS;Niet geregistreerd;4;1400;1500;20090624;20090624;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1925;0;0.08;258;Nee;Nee;Nee;3325;2023;Logisch;00;Ja;2023-07-19T00:00:00.000;2023-02-16T00:00:00.000;2009-06-24T00:00:00.000;2009-06-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9474;4;1798;1925;750;1400;40301;;e1*2001/116*0456*00;KBZBF1;FM62S002R8P600GG;0;D;;;;;
01JLF9;Personenauto;AUDI;AUDI A4;20230411;20180412;stationwagen;GRIJS;Niet geregistreerd;4;1445;1545;20090626;20090626;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2040;0;0.08;282;Nee;Nee;Nee;3410;2022;Logisch;00;Ja;2023-04-11T00:00:00.000;2018-04-12T00:00:00.000;2009-06-26T00:00:00.000;2009-06-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9794;5;1798;2040;750;1300;44845;B8;e1*2001/116*0430*11;ACDHBF1;FM6B1001R8K607MG;0;B;;;;;
01JLJT;Personenauto;AUDI;AUDI A2;20231003;20210205;hatchback;ZWART;Niet geregistreerd;4;870;970;20020524;20020524;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;midden op steun op bodemplaat v. achterzitting;1410;0;0.06;240;Nee;Nee;Nee;0;2022;Onlogisch;04;Ja;2023-10-03T00:00:00.000;2021-02-05T00:00:00.000;2002-05-24T00:00:00.000;2002-05-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;6462;4;1390;1410;;;;;e1*98/14*0131*04;LAUAF1;FM52T008R8Z50S4K;0;B;;;;;
01JLPF;Personenauto;AUDI;AUDI A3;20230531;20141105;hatchback;ZWART;Niet geregistreerd;4;1065;1165;20020531;20020531;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1650;0;0.06;250;Nee;Nee;Nee;2900;2022;Logisch;00;Ja;2023-05-31T00:00:00.000;2014-11-05T00:00:00.000;2002-05-31T00:00:00.000;2002-05-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5813;5;1595;1650;580;1200;;;e1*98/14*0042*18;LAVUF1;FM52K028R8L60T4L;0;C;;;;;
01JLT7;Personenauto;AUDI;AUDI A4;20230727;20190502;sedan;WIT;Niet geregistreerd;4;1405;1505;20090703;20090703;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;1980;0;0.09;282;Nee;Nee;Nee;3550;2022;Logisch;00;Ja;2023-07-27T00:00:00.000;2019-05-02T00:00:00.000;2009-07-03T00:00:00.000;2009-07-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9152;5;1984;1980;750;1500;44377;B8;e1*2001/116*0430*11;LCDNBF1;FM6B1004R8K617MG;0;A;;;;;
01JLV5;Personenauto;AUDI;AUDI Q5;20230305;20220903;stationwagen;WIT;Niet geregistreerd;6;1840;1940;20090429;20090703;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2445;0;0.09;282;Nee;Nee;Nee;4530;2022;Geen oordeel;05;Ja;2023-03-05T00:00:00.000;2022-09-03T00:00:00.000;2009-04-29T00:00:00.000;2009-07-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;18734;5;2967;2445;750;2000;;8R;e1*2001/116*0473*01;XCCWAQ1;QD7B5016R8R207MG;0;D;;;;;
01JNF1;Personenauto;AUDI;A3;20231208;20220919;hatchback;GRIJS;Niet geregistreerd;4;1150;1250;20020604;20090630;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. schutbord;1735;;0.09;250;Nee;Nee;Nee;3085;2022;Geen oordeel;07;Ja;2023-12-08T00:00:00.000;2022-09-19T00:00:00.000;2002-06-04T00:00:00.000;2009-06-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7923;5;1781;1735;620;1300;;;;;;;;;;;;
01JNG8;Personenauto;AUDI;AUDI A6 ALLROAD QUATTRO;20240127;20230201;stationwagen;BLAUW;Niet geregistreerd;8;1855;1955;20070516;20090813;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2510;0;0.13;285;Nee;Nee;Nee;4610;2023;Geen oordeel;05;Ja;2024-01-27T00:00:00.000;2023-02-01T00:00:00.000;2007-05-16T00:00:00.000;2009-08-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;28762;5;4163;2510;750;2100;;;e1*2001/116*0254*14;HBVJQ1;QA6L00R4FH90GG;0;F;;;;;
01JNJ5;Personenauto;AUDI;AUDI A4;20230823;20181120;stationwagen;ZWART;Niet geregistreerd;6;1620;1720;20081121;20090703;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op r. schroefveerkoker onder motorkap;2215;0;0.08;282;Nee;Nee;Nee;3985;2022;Geen oordeel;05;Ja;2023-08-23T00:00:00.000;2018-11-20T00:00:00.000;2008-11-21T00:00:00.000;2009-07-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;15358;5;2698;2215;750;1700;;B8;e1*2001/116*0430*08;ACGKAF1;FAVW0010R8K917MG;0;C;0.00;;;;
01JNN2;Personenauto;AUDI;AUDI A4;20230709;20130906;stationwagen;GRIJS;Niet geregistreerd;4;1470;1570;20090709;20090709;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2065;0;0.08;282;Nee;Nee;Nee;3635;2022;Logisch;00;Ja;2023-07-09T00:00:00.000;2013-09-06T00:00:00.000;2009-07-09T00:00:00.000;2009-07-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8812;5;1984;2065;750;1500;43026;B8;e1*2001/116*0430*12;ACDNBF1;FM6B1004R8K617MGEM1;0;A;;;;;
01JNNN;Personenauto;AUDI;AUDI TT;20240109;20050606;coupe;GRIJS;Niet geregistreerd;4;1215;1315;19990512;20020612;Geen verstrekking in Open Data;Ja;2;4;0;0;404;0;M1;r. tegen schutbord onder motorkap;1610;1;0.10;241;Nee;Nee;Nee;0;2023;Geen oordeel;05;Ja;2024-01-09T00:00:00.000;2005-06-06T00:00:00.000;1999-05-12T00:00:00.000;2002-06-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10352;4;1781;1610;;;;;e1*98/14*0089*02;CAJQF1;FM52J036R92M;0;;;;;;
01JPG9;Personenauto;AUDI;AUDI Q5;20240309;20170325;stationwagen;GRIJS;Niet geregistreerd;6;1840;1940;20090721;20090721;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2445;0;0.09;282;Nee;Nee;Nee;4530;2023;Logisch;00;Ja;2024-03-09T00:00:00.000;2017-03-25T00:00:00.000;2009-07-21T00:00:00.000;2009-07-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;25546;5;2967;2445;750;2000;90269;8R;e1*2001/116*0473*01;XCCWAQ1;QD7B5016R8R707MG;0;D;;;;;
01JPJ6;Personenauto;AUDI;AUDI A3;20230329;20180331;stationwagen;GRIJS;Niet geregistreerd;4;1295;1395;20090724;20090724;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. voorwielscherm;1880;0;0.08;258;Nee;Nee;Nee;3350;2022;Logisch;00;Ja;2023-03-29T00:00:00.000;2018-03-31T00:00:00.000;2009-07-24T00:00:00.000;2009-07-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9296;5;1798;1880;690;1400;40786;8P;e1*2001/116*0217*24;SCDAAF1;FM62S002R8P607MGEM0;0;C;;;;;
01JPL9;Personenauto;AUDI;AUDI A4;20220927;20190504;stationwagen;GRIJS;Niet geregistreerd;4;1340;1440;20020206;20090723;Geen verstrekking in Open Data;Nee;4;4;;;;;M1;schutbord;1915;;0.07;266;Nee;Nee;Nee;3260;2021;Onlogisch;04;Ja;2022-09-27T00:00:00.000;2019-05-04T00:00:00.000;2002-02-06T00:00:00.000;2009-07-23T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9064;5;1984;1915;720;1300;;;;;;;;;;;;
01JPRR;Personenauto;AUDI;AUDI A4;20230430;20210325;sedan;GRIJS;Niet geregistreerd;4;1350;1450;20020703;20020703;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1925;0;0.08;266;Nee;Nee;Nee;3370;2022;Logisch;00;Ja;2023-04-30T00:00:00.000;2021-03-25T00:00:00.000;2002-07-03T00:00:00.000;2002-07-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8734;5;1781;1925;720;1400;;;e1*98/14*0151*02;LAVJF1;FM52ERR8E50N;0;C;;;;;
01JRL6;Personenauto;AUDI;AUDI TT;20230523;20220525;cabriolet;ZWART;Niet geregistreerd;4;1270;1370;20090807;20090807;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1615;0;0.11;246;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-05-23T00:00:00.000;2022-05-25T00:00:00.000;2009-08-07T00:00:00.000;2009-08-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10938;2;1984;1615;;;46120;;e1*2001/116*0369*03;RBWAF1;FM62Q019R8J60;0;D;;;;;
01JRNR;Personenauto;AUDI;AUDI A3;20230329;20210107;hatchback;BLAUW;Niet geregistreerd;4;1065;1165;20020711;20020711;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1650;0;0.06;250;Nee;Nee;Nee;2900;2022;Logisch;00;Ja;2023-03-29T00:00:00.000;2021-01-07T00:00:00.000;2002-07-11T00:00:00.000;2002-07-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5380;5;1595;1650;580;1200;;;e1*98/14*0042*19;LBFQF1;FM52K028R8L60T2L;0;C;;;;;
01JRNS;Personenauto;AUDI;AUDI A2;20230723;20030605;hatchback;GRIJS;Niet geregistreerd;4;870;970;20020723;20020723;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;midden op steun op bodemplaat v. achterzitting;1410;1;0.06;240;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-07-23T00:00:00.000;2003-06-05T00:00:00.000;2002-07-23T00:00:00.000;2002-07-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4910;4;1390;1410;;;;;e1*98/14*0131*02;LAUAF1;FM52T008R8Z50S4I;0;B;;;;;
01JRS2;Personenauto;AUDI;AUDI A5;20231105;20221006;coupe;GRIJS;Niet geregistreerd;4;1435;1535;20090813;20090813;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. schroefveerkoker;1960;0;0.09;276;Nee;Nee;Nee;3490;2022;Logisch;00;Ja;2023-11-05T00:00:00.000;2022-10-06T00:00:00.000;2009-08-13T00:00:00.000;2009-08-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12932;4;1984;1960;750;1500;57319;B8;e1*2001/116*0430*12;CCDNBF1;FAVW0030R8T607MGEM0;0;B;;;;;
01JRVT;Personenauto;AUDI;AUDI A2;20240123;20190720;hatchback;BLAUW;Niet geregistreerd;4;895;995;20020719;20020719;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;midden op steun op bodemplaat v. achterzitting;1435;0;0.06;240;Nee;Nee;Nee;2485;2023;Logisch;00;Ja;2024-01-23T00:00:00.000;2019-07-20T00:00:00.000;2002-07-19T00:00:00.000;2002-07-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5852;4;1390;1435;490;1000;;;e1*98/14*0131*05;LBBYF1;FM52T008R8Z50S4K;0;B;;;;;
01JRX1;Personenauto;AUDI;AUDI TT;20231025;20200516;coupe;GRIJS;Niet geregistreerd;6;1405;1505;20061010;20090731;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1830;0;0.12;246;Nee;Nee;Nee;0;2023;Geen oordeel;05;Ja;2023-10-25T00:00:00.000;2020-05-16T00:00:00.000;2006-10-10T00:00:00.000;2009-07-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8201;4;3189;1830;;;;;e1*2001/116*0369*02;CBUBQ1;QD62E067R8J70;0;E;;;;;
01JSB9;Personenauto;AUDI;AUDI A4;20231101;20190605;stationwagen;ZWART;Niet geregistreerd;4;1530;1630;20090828;20090828;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2125;0;0.06;282;Nee;Nee;Nee;3895;2022;Logisch;00;Ja;2023-11-01T00:00:00.000;2019-06-05T00:00:00.000;2009-08-28T00:00:00.000;2009-08-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11572;5;1968;2125;750;1700;46697;B8;e1*2001/116*0430*12;ACAGAF1;FAVW0010R8K607MGEM0;0;C;0.00;;;;
